run_id,stage,step,progress,layer,alpha,bin_index,bin_low,bin_high,bin_count,bin_agree_count,bin_agreement,bin_damage
1,pilot,14000,0.0979020979020979,8,0.5,0,0.0,0.05,224,131.0,0.5848214285714286,0.4151785714285714
1,pilot,14000,0.0979020979020979,8,0.5,1,0.05,0.1,547,399.0,0.7294332723948812,0.2705667276051188
1,pilot,14000,0.0979020979020979,8,0.5,2,0.1,0.2,1126,904.0,0.8028419182948491,0.19715808170515092
1,pilot,14000,0.0979020979020979,8,0.5,3,0.2,0.4,1277,1136.0,0.889584964761159,0.110415035238841
1,pilot,14000,0.0979020979020979,8,0.5,4,0.4,1.01,1434,1416.0,0.9874476987447699,0.012552301255230103
1,pilot,14000,0.0979020979020979,8,0.75,0,0.0,0.05,224,102.0,0.45535714285714285,0.5446428571428572
1,pilot,14000,0.0979020979020979,8,0.75,1,0.05,0.1,547,339.0,0.6197440585009141,0.3802559414990859
1,pilot,14000,0.0979020979020979,8,0.75,2,0.1,0.2,1126,808.0,0.7175843694493783,0.2824156305506217
1,pilot,14000,0.0979020979020979,8,0.75,3,0.2,0.4,1277,1053.0,0.8245888801879405,0.17541111981205948
1,pilot,14000,0.0979020979020979,8,0.75,4,0.4,1.01,1434,1391.0,0.9700139470013946,0.02998605299860535
1,pilot,14000,0.0979020979020979,8,1.0,0,0.0,0.05,224,79.0,0.35267857142857145,0.6473214285714286
1,pilot,14000,0.0979020979020979,8,1.0,1,0.05,0.1,547,274.0,0.5009140767824497,0.4990859232175503
1,pilot,14000,0.0979020979020979,8,1.0,2,0.1,0.2,1126,703.0,0.6243339253996447,0.3756660746003553
1,pilot,14000,0.0979020979020979,8,1.0,3,0.2,0.4,1277,964.0,0.754894283476899,0.24510571652310098
1,pilot,14000,0.0979020979020979,8,1.0,4,0.4,1.01,1434,1344.0,0.9372384937238494,0.06276150627615062
1,pilot,14000,0.0979020979020979,9,0.25,0,0.0,0.05,224,174.0,0.7767857142857143,0.2232142857142857
1,pilot,14000,0.0979020979020979,9,0.25,1,0.05,0.1,547,462.0,0.8446069469835467,0.15539305301645334
1,pilot,14000,0.0979020979020979,9,0.25,2,0.1,0.2,1126,994.0,0.8827708703374778,0.11722912966252219
1,pilot,14000,0.0979020979020979,9,0.25,3,0.2,0.4,1277,1223.0,0.9577133907595928,0.04228660924040717
