run_id,stage,step,progress,layer,alpha,bin_index,bin_low,bin_high,bin_count,bin_agree_count,bin_agreement,bin_damage
1,pilot,14000,0.0979020979020979,9,0.25,0,0.0,0.05,110,78.0,0.7090909090909091,0.2909090909090909
1,pilot,14000,0.0979020979020979,9,0.25,1,0.05,0.1,397,331.0,0.8337531486146096,0.16624685138539042
1,pilot,14000,0.0979020979020979,9,0.25,2,0.1,0.2,882,777.0,0.8809523809523809,0.11904761904761907
1,pilot,14000,0.0979020979020979,9,0.25,3,0.2,0.4,1372,1271.0,0.9263848396501457,0.07361516034985427
1,pilot,14000,0.0979020979020979,9,0.25,4,0.4,1.01,1847,1835.0,0.9935029778018408,0.006497022198159175
1,pilot,14000,0.0979020979020979,9,0.5,0,0.0,0.05,110,58.0,0.5272727272727272,0.4727272727272728
1,pilot,14000,0.0979020979020979,9,0.5,1,0.05,0.1,397,280.0,0.7052896725440806,0.2947103274559194
1,pilot,14000,0.0979020979020979,9,0.5,2,0.1,0.2,882,670.0,0.7596371882086168,0.2403628117913832
1,pilot,14000,0.0979020979020979,9,0.5,3,0.2,0.4,1372,1182.0,0.8615160349854227,0.13848396501457727
1,pilot,14000,0.0979020979020979,9,0.5,4,0.4,1.01,1847,1814.0,0.9821331889550623,0.017866811044937703
1,pilot,14000,0.0979020979020979,9,0.75,0,0.0,0.05,110,44.0,0.4,0.6
1,pilot,14000,0.0979020979020979,9,0.75,1,0.05,0.1,397,237.0,0.5969773299748111,0.4030226700251889
1,pilot,14000,0.0979020979020979,9,0.75,2,0.1,0.2,882,554.0,0.6281179138321995,0.3718820861678005
1,pilot,14000,0.0979020979020979,9,0.75,3,0.2,0.4,1372,1070.0,0.7798833819241983,0.22011661807580174
1,pilot,14000,0.0979020979020979,9,0.75,4,0.4,1.01,1847,1759.0,0.9523551705468327,0.04764482945316728
1,pilot,14000,0.0979020979020979,9,1.0,0,0.0,0.05,110,35.0,0.3181818181818182,0.6818181818181819
1,pilot,14000,0.0979020979020979,9,1.0,1,0.05,0.1,397,185.0,0.4659949622166247,0.5340050377833754
1,pilot,14000,0.0979020979020979,9,1.0,2,0.1,0.2,882,457.0,0.518140589569161,0.481859410430839
1,pilot,14000,0.0979020979020979,9,1.0,3,0.2,0.4,1372,945.0,0.6887755102040817,0.3112244897959183
1,pilot,14000,0.0979020979020979,9,1.0,4,0.4,1.01,1847,1691.0,0.9155387114239307,0.08446128857606927
1,pilot,14000,0.0979020979020979,10,0.25,0,0.0,0.05,110,78.0,0.7090909090909091,0.2909090909090909
